-0.934589 -0.934737 -0.934884 -0.935087 -0.935965 -0.936909 -0.937854 -0.939141 -0.940947 -0.942754 -0.944612 -0.946934 -0.949389 -0.951844 -0.954515 -0.957631 -0.960747 -0.963889 -0.967462 -0.971181 -0.974900 -0.978771 -0.982986 -0.987205 -0.991424 -0.995932 -1.000493 -1.005055 -1.009698 -1.014388 -1.019071 -1.023755 -1.028430 -1.032967 -1.037505 -1.042024 -1.046184 -1.050261 -1.054337 -1.058085 -1.061346 -1.064607 -1.067749 -1.070093 -1.072238 -1.074384 -1.075989 -1.076832 -1.077675 -1.078391 -1.078111 -1.077570 -1.077030 -1.075975 -1.074112 -1.072250 -1.070323 -1.067508 -1.064474 -1.061441 -1.058043 -1.054122 -1.050197 -1.046265 -1.041857 -1.037411 -1.032965 -1.028403 -1.023743 -1.019086 -1.014430 -1.009737 -1.005143 -1.000550 -0.995976 -0.991641 -0.987351 -0.983062 -0.979001 -0.975184 -0.971368 -0.967628 -0.964306 -0.961074 -0.957842 -0.954910 -0.952329 -0.949748 -0.947244 -0.945313 -0.943542 -0.941771 -0.940086 -0.938452 -0.936817 -0.935814 -0.934972 -0.934294 -0.934265 -0.934236 
-0.934289 -0.934437 -0.934670 -0.934905 -0.935710 -0.936655 -0.937744 -0.938895 -0.940661 -0.942468 -0.944489 -0.946649 -0.949104 -0.951635 -0.954361 -0.957342 -0.960458 -0.963773 -0.967191 -0.970910 -0.974662 -0.978665 -0.982765 -0.986984 -0.991346 -0.995818 -1.000369 -1.004934 -1.009677 -1.014401 -1.019085 -1.023803 -1.028559 -1.033145 -1.037682 -1.042173 -1.046564 -1.050640 -1.054633 -1.058489 -1.061937 -1.065198 -1.068094 -1.070821 -1.072967 -1.074955 -1.076505 -1.077647 -1.078490 -1.078819 -1.078934 -1.078393 -1.077716 -1.076430 -1.074865 -1.073003 -1.070691 -1.068116 -1.065113 -1.062020 -1.058321 -1.054532 -1.050607 -1.046421 -1.042043 -1.037607 -1.033147 -1.028459 -1.023781 -1.019124 -1.014414 -1.009655 -1.005026 -1.000433 -0.995888 -0.991406 -0.987117 -0.982901 -0.978781 -0.974873 -0.971056 -0.967460 -0.963944 -0.960712 -0.957585 -0.954655 -0.951943 -0.949362 -0.947052 -0.944862 -0.943091 -0.941354 -0.939704 -0.938065 -0.936599 -0.935525 -0.934640 -0.934077 -0.934049 -0.934020 
-0.934018 -0.934253 -0.934488 -0.934723 -0.935455 -0.936514 -0.937666 -0.938817 -0.940375 -0.942322 -0.944367 -0.946411 -0.948819 -0.951522 -0.954249 -0.957053 -0.960254 -0.963658 -0.967061 -0.970638 -0.974556 -0.978558 -0.982560 -0.986799 -0.991271 -0.995742 -1.000244 -1.004914 -1.009657 -1.014401 -1.019101 -1.023858 -1.028615 -1.033323 -1.037835 -1.042322 -1.046809 -1.051019 -1.054888 -1.058745 -1.062528 -1.065626 -1.068439 -1.071253 -1.073695 -1.075359 -1.076909 -1.078459 -1.079113 -1.079248 -1.079382 -1.079215 -1.078131 -1.076845 -1.075559 -1.073634 -1.071059 -1.068484 -1.065751 -1.062298 -1.058598 -1.054898 -1.050956 -1.046578 -1.042200 -1.037803 -1.033203 -1.028515 -1.023826 -1.019152 -1.014393 -1.009634 -1.004910 -1.000344 -0.995800 -0.991256 -0.986884 -0.982764 -0.978644 -0.974562 -0.970861 -0.967292 -0.963723 -0.960351 -0.957398 -0.954468 -0.951557 -0.949107 -0.946861 -0.944615 -0.942640 -0.940975 -0.939324 -0.937678 -0.936413 -0.935339 -0.934307 -0.933860 -0.933832 -0.933804 
-0.933387 -0.933788 -0.934189 -0.934542 -0.935285 -0.936436 -0.937588 -0.938740 -0.940155 -0.942193 -0.944217 -0.946241 -0.948616 -0.951323 -0.954030 -0.956737 -0.960006 -0.963391 -0.966777 -0.970294 -0.974284 -0.978273 -0.982262 -0.986580 -0.991045 -0.995510 -1.000047 -1.004826 -1.009568 -1.014310 -1.019199 -1.023956 -1.028713 -1.033491 -1.038163 -1.042647 -1.047132 -1.051635 -1.055483 -1.059331 -1.063180 -1.066431 -1.069248 -1.072065 -1.074730 -1.076311 -1.077874 -1.079437 -1.080158 -1.080296 -1.080434 -1.080340 -1.079128 -1.077837 -1.076545 -1.074511 -1.071942 -1.069374 -1.066639 -1.062963 -1.059278 -1.055593 -1.051321 -1.046946 -1.042571 -1.038098 -1.033364 -1.028675 -1.023986 -1.019089 -1.014330 -1.009571 -1.004783 -1.000085 -0.995541 -0.990998 -0.986502 -0.982382 -0.978262 -0.974148 -0.970390 -0.966822 -0.963253 -0.959809 -0.956880 -0.953951 -0.951023 -0.948577 -0.946337 -0.944098 -0.942006 -0.940374 -0.938742 -0.937129 -0.936016 -0.934994 -0.933972 -0.933580 -0.933592 -0.933587 
-0.932593 -0.932995 -0.933307 -0.933560 -0.934356 -0.935466 -0.936576 -0.937686 -0.939207 -0.941138 -0.943162 -0.945242 -0.947587 -0.950278 -0.952984 -0.955888 -0.959041 -0.962427 -0.965812 -0.969580 -0.973482 -0.977472 -0.981584 -0.986016 -0.990475 -0.994940 -0.999730 -1.004606 -1.009348 -1.014157 -1.019258 -1.024132 -1.028889 -1.033827 -1.038806 -1.043291 -1.047795 -1.052519 -1.056742 -1.060590 -1.064411 -1.068200 -1.071022 -1.073839 -1.076273 -1.078334 -1.079897 -1.081249 -1.082161 -1.082441 -1.082579 -1.082029 -1.081151 -1.079860 -1.078362 -1.076192 -1.073742 -1.071173 -1.067906 -1.064251 -1.060566 -1.056711 -1.052073 -1.047593 -1.043218 -1.038477 -1.033656 -1.028967 -1.024172 -1.019097 -1.014214 -1.009455 -1.004542 -0.999599 -0.995056 -0.990515 -0.985987 -0.981672 -0.977552 -0.973516 -0.969531 -0.965950 -0.962400 -0.959073 -0.955920 -0.952991 -0.950228 -0.947602 -0.945336 -0.943111 -0.941165 -0.939376 -0.937744 -0.936272 -0.934957 -0.933935 -0.932993 -0.932616 -0.932504 -0.932516 
-0.931636 -0.931888 -0.932140 -0.932488 -0.933388 -0.934360 -0.935470 -0.936800 -0.938381 -0.940083 -0.942107 -0.944386 -0.946732 -0.949232 -0.951979 -0.955080 -0.958182 -0.961462 -0.965045 -0.968871 -0.972697 -0.976670 -0.981034 -0.985465 -0.989905 -0.994500 -0.999413 -1.004326 -1.009129 -1.014140 -1.019241 -1.024308 -1.029124 -1.034164 -1.039203 -1.043934 -1.048576 -1.053301 -1.058000 -1.061847 -1.065637 -1.069426 -1.072795 -1.075444 -1.077817 -1.080190 -1.081919 -1.082935 -1.083848 -1.084587 -1.084443 -1.083719 -1.082995 -1.081884 -1.079921 -1.077751 -1.075541 -1.072825 -1.069174 -1.065522 -1.061855 -1.057518 -1.052880 -1.048241 -1.043698 -1.038857 -1.034016 -1.029260 -1.024236 -1.019161 -1.014098 -1.009273 -1.004300 -0.999328 -0.994570 -0.990039 -0.985511 -0.980984 -0.976869 -0.972884 -0.968899 -0.965079 -0.961668 -0.958341 -0.955014 -0.952068 -0.949442 -0.946817 -0.944335 -0.942279 -0.940333 -0.938387 -0.936794 -0.935415 -0.934035 -0.932876 -0.932234 -0.931857 -0.931479 -0.931429 
-0.930043 -0.930676 -0.930973 -0.931526 -0.932426 -0.933325 -0.934391 -0.935973 -0.937554 -0.939136 -0.941185 -0.943531 -0.945877 -0.948223 -0.951172 -0.954273 -0.957374 -0.960510 -0.964336 -0.968146 -0.971947 -0.975999 -0.980413 -0.984828 -0.989243 -0.994105 -0.999013 -1.003922 -1.009002 -1.014103 -1.019204 -1.024305 -1.029509 -1.034548 -1.039587 -1.044774 -1.049474 -1.054174 -1.058875 -1.063168 -1.066939 -1.070709 -1.074479 -1.077071 -1.079492 -1.081912 -1.083980 -1.084924 -1.085869 -1.086813 -1.086499 -1.085764 -1.085028 -1.083902 -1.081709 -1.079515 -1.077322 -1.074279 -1.070690 -1.067101 -1.063319 -1.058640 -1.054046 -1.049452 -1.044231 -1.039384 -1.034537 -1.029411 -1.024333 -1.019257 -1.014181 -1.008885 -1.003915 -0.998945 -0.993919 -0.989353 -0.984827 -0.980300 -0.975985 -0.971998 -0.968011 -0.964064 -0.960651 -0.957325 -0.953999 -0.950984 -0.948360 -0.945737 -0.943197 -0.941216 -0.939284 -0.937353 -0.935769 -0.934446 -0.933123 -0.931853 -0.931476 -0.931098 -0.930721 -0.930343 
-0.928378 -0.929012 -0.929637 -0.930362 -0.931148 -0.931935 -0.933042 -0.934579 -0.936116 -0.937654 -0.939691 -0.942007 -0.944324 -0.946769 -0.949616 -0.952687 -0.955759 -0.959155 -0.962853 -0.966654 -0.970454 -0.974825 -0.979232 -0.983647 -0.988314 -0.993356 -0.998264 -1.003172 -1.008666 -1.013985 -1.019086 -1.024396 -1.030077 -1.035116 -1.040155 -1.045729 -1.050955 -1.055656 -1.060463 -1.065666 -1.069436 -1.073207 -1.076875 -1.080137 -1.082557 -1.084978 -1.087075 -1.088479 -1.089424 -1.090049 -1.090063 -1.089327 -1.088591 -1.086802 -1.084700 -1.082507 -1.080118 -1.076766 -1.073222 -1.069633 -1.065391 -1.060360 -1.055766 -1.050656 -1.045040 -1.040105 -1.035196 -1.029760 -1.024479 -1.019403 -1.014007 -1.008305 -1.003275 -0.998305 -0.993181 -0.988281 -0.983754 -0.979236 -0.974733 -0.970642 -0.966655 -0.962809 -0.959116 -0.955790 -0.952534 -0.949473 -0.946728 -0.944105 -0.941801 -0.939672 -0.937741 -0.935892 -0.934193 -0.932860 -0.931537 -0.930478 -0.929962 -0.929697 -0.929432 -0.929167 
-0.926616 -0.927243 -0.927854 -0.928450 -0.929236 -0.930051 -0.931379 -0.932790 -0.934328 -0.936113 -0.938095 -0.940264 -0.942581 -0.945282 -0.948035 -0.951003 -0.954170 -0.957781 -0.961392 -0.965161 -0.969273 -0.973661 -0.978050 -0.982465 -0.987479 -0.992527 -0.997514 -1.002722 -1.008291 -1.013861 -1.018969 -1.024616 -1.030305 -1.035684 -1.040971 -1.046677 -1.052384 -1.057137 -1.062265 -1.067474 -1.071934 -1.075705 -1.079246 -1.082765 -1.085623 -1.087929 -1.089957 -1.091985 -1.092979 -1.093150 -1.093189 -1.092890 -1.091691 -1.089684 -1.087677 -1.085498 -1.082489 -1.079137 -1.075754 -1.072165 -1.067463 -1.062432 -1.057406 -1.051790 -1.046175 -1.040827 -1.035545 -1.030109 -1.024673 -1.019476 -1.013774 -1.008072 -1.002635 -0.997575 -0.992443 -0.987310 -0.982682 -0.978177 -0.973675 -0.969286 -0.965365 -0.961554 -0.957743 -0.954255 -0.951151 -0.948090 -0.945096 -0.942604 -0.940404 -0.938205 -0.936197 -0.934487 -0.932789 -0.931273 -0.930134 -0.929137 -0.928332 -0.928067 -0.927731 -0.927091 
-0.924593 -0.925461 -0.926068 -0.926664 -0.927323 -0.928391 -0.929720 -0.931049 -0.932592 -0.934574 -0.936556 -0.938538 -0.941042 -0.943795 -0.946549 -0.949319 -0.952796 -0.956407 -0.960018 -0.963721 -0.968109 -0.972496 -0.976869 -0.981547 -0.986566 -0.991585 -0.996615 -1.002324 -1.007898 -1.013473 -1.019131 -1.024825 -1.030519 -1.036213 -1.041916 -1.047619 -1.053323 -1.058859 -1.064067 -1.069275 -1.074432 -1.078098 -1.081617 -1.085135 -1.088653 -1.090810 -1.092838 -1.094866 -1.096266 -1.096326 -1.096386 -1.096446 -1.094617 -1.092566 -1.090559 -1.088212 -1.084860 -1.081508 -1.078156 -1.074566 -1.069448 -1.064150 -1.058852 -1.053217 -1.047546 -1.041625 -1.036058 -1.030609 -1.025160 -1.019158 -1.013460 -1.007762 -1.001962 -0.996667 -0.991550 -0.986434 -0.981491 -0.976979 -0.972467 -0.967954 -0.963866 -0.960051 -0.956237 -0.952600 -0.949546 -0.946491 -0.943437 -0.940987 -0.938766 -0.936544 -0.934489 -0.932814 -0.931139 -0.929552 -0.928724 -0.927797 -0.926800 -0.926294 -0.925653 -0.925013 
